사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Feb-20,6호선,2640,안암(고대병원앞),10 ,0 ,1442 ,1110 ,2679 ,5627 ,7336 ,11882 ,10749 ,29076 ,9026 ,26814 ,9259 ,15827 ,10133 ,13394 ,11486 ,12602 ,11818 ,15844 ,13899 ,13433 ,15898 ,12158 ,20632 ,11413 ,30176 ,13874 ,29173 ,17892 ,16537 ,15912 ,13573 ,9463 ,14013 ,8549 ,13894 ,8710 ,9652 ,6733 ,1792 ,2671 ,1 ,145 ,0 ,0 ,0 ,0 
Feb-20,6호선,2641,고려대(종암),38 ,0 ,2867 ,708 ,5837 ,3900 ,18141 ,8038 ,25102 ,25110 ,13382 ,11007 ,8065 ,8159 ,8127 ,7304 ,9251 ,7880 ,9998 ,9189 ,9075 ,8365 ,9634 ,8753 ,12463 ,9297 ,18134 ,11223 ,19364 ,18809 ,9696 ,17906 ,6467 ,10006 ,6642 ,10073 ,6281 ,9619 ,3010 ,7601 ,437 ,2265 ,0 ,62 ,0 ,0 ,0 ,0 
Feb-20,6호선,2642,월곡(동덕여대),8 ,0 ,5743 ,886 ,10708 ,3448 ,36354 ,5857 ,43209 ,20945 ,21852 ,13859 ,14387 ,10255 ,12729 ,9113 ,13720 ,11016 ,13649 ,11853 ,12875 ,12873 ,12923 ,14078 ,13949 ,16652 ,15556 ,20472 ,22203 ,35877 ,12195 ,33470 ,8724 ,17768 ,7872 ,16205 ,6300 ,14250 ,3251 ,9906 ,525 ,3082 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,6호선,2643,상월곡(한국과학기술연구원),9 ,0 ,4244 ,409 ,7019 ,1996 ,20840 ,2519 ,26218 ,11803 ,13651 ,6141 ,8171 ,4257 ,7131 ,3892 ,7181 ,5011 ,7446 ,5115 ,6197 ,5787 ,6162 ,6260 ,6681 ,7827 ,6671 ,9242 ,10049 ,15705 ,5794 ,15709 ,3202 ,9375 ,2263 ,8287 ,1943 ,7762 ,1087 ,5725 ,207 ,1743 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,6호선,2644,돌곶이,6 ,1 ,5206 ,865 ,10600 ,3550 ,28882 ,5376 ,35477 ,13936 ,17501 ,8922 ,11317 ,6246 ,10199 ,5985 ,10388 ,7268 ,10654 ,8287 ,9647 ,8159 ,9423 ,10470 ,9973 ,11983 ,11060 ,15687 ,12214 ,25313 ,9249 ,25094 ,5089 ,13854 ,4614 ,11103 ,3283 ,11942 ,1831 ,7337 ,311 ,2524 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,6호선,2645,석계,760 ,2 ,7147 ,2047 ,17288 ,5054 ,45672 ,5835 ,53492 ,10748 ,27390 ,8904 ,16867 ,8127 ,14594 ,8484 ,15371 ,10501 ,15515 ,11587 ,13367 ,13295 ,12447 ,16078 ,13180 ,19917 ,13996 ,26779 ,14306 ,45457 ,10972 ,47444 ,7634 ,25245 ,6881 ,21337 ,6089 ,20682 ,4127 ,13677 ,759 ,4171 ,0 ,11 ,0 ,0 ,0 ,0 
Feb-20,6호선,2646,태릉입구,14 ,0 ,3541 ,722 ,6058 ,2766 ,16878 ,3505 ,20382 ,7455 ,9785 ,5754 ,6478 ,4405 ,5919 ,4603 ,6533 ,5324 ,6765 ,5761 ,6202 ,6417 ,5971 ,6871 ,6167 ,8879 ,7512 ,11086 ,8317 ,19813 ,5312 ,19494 ,4038 ,9936 ,3504 ,9601 ,2824 ,8409 ,1741 ,6404 ,391 ,3308 ,0 ,4 ,0 ,0 ,0 ,0 
Feb-20,6호선,2647,화랑대(서울여대입구),10 ,0 ,4994 ,911 ,17163 ,3099 ,56920 ,4849 ,53023 ,9117 ,24338 ,6082 ,14727 ,5314 ,12037 ,5245 ,13173 ,6765 ,12041 ,6815 ,11052 ,8521 ,10517 ,8884 ,12144 ,10942 ,12746 ,16375 ,12128 ,31718 ,6479 ,33047 ,4144 ,17895 ,3542 ,15535 ,2742 ,14133 ,1488 ,10273 ,163 ,3816 ,1 ,61 ,0 ,0 ,0 ,0 
Feb-20,6호선,2648,봉화산(서울의료원),11 ,0 ,4650 ,1084 ,13151 ,2924 ,47369 ,5588 ,41415 ,10958 ,18404 ,6287 ,12237 ,5534 ,10129 ,5384 ,11049 ,6860 ,10590 ,8372 ,9143 ,8271 ,8730 ,9713 ,9221 ,11417 ,11238 ,15824 ,11141 ,28394 ,5620 ,30411 ,4312 ,16843 ,3820 ,13666 ,3048 ,14109 ,1428 ,8919 ,174 ,3256 ,1 ,191 ,0 ,0 ,0 ,0 
Feb-20,6호선,2649,신내,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2711,장암,0 ,0 ,1220 ,122 ,5854 ,1202 ,18055 ,941 ,10342 ,1437 ,3762 ,1399 ,2053 ,1486 ,1523 ,918 ,1633 ,1030 ,1598 ,759 ,1816 ,812 ,2188 ,803 ,2364 ,788 ,3036 ,1105 ,2690 ,2262 ,1427 ,2866 ,897 ,1424 ,684 ,752 ,357 ,684 ,172 ,546 ,28 ,194 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2712,도봉산,25 ,0 ,3891 ,769 ,15105 ,4163 ,50176 ,5199 ,38236 ,8407 ,18037 ,10167 ,10135 ,12417 ,8405 ,9787 ,9533 ,9117 ,9273 ,9067 ,9076 ,9715 ,9009 ,10581 ,9553 ,12168 ,9400 ,16078 ,8932 ,29798 ,4695 ,39897 ,2940 ,23163 ,2212 ,18849 ,1720 ,18119 ,752 ,12794 ,135 ,5335 ,3 ,860 ,0 ,0 ,0 ,0 
Feb-20,7호선,2713,수락산,48 ,0 ,7841 ,586 ,18140 ,4925 ,46588 ,6878 ,45115 ,15641 ,25097 ,14259 ,16696 ,13963 ,15347 ,11535 ,16006 ,11913 ,16567 ,12172 ,15928 ,12434 ,15548 ,14853 ,15570 ,17296 ,17388 ,23060 ,18416 ,36367 ,11522 ,43688 ,7526 ,26446 ,6402 ,20391 ,4777 ,19101 ,2472 ,13208 ,290 ,5156 ,0 ,96 ,0 ,0 ,0 ,0 
Feb-20,7호선,2714,마들,15 ,0 ,8415 ,1474 ,18614 ,3859 ,55351 ,5563 ,49515 ,9269 ,24888 ,8530 ,16517 ,7767 ,14903 ,8311 ,15264 ,9764 ,13962 ,10346 ,12134 ,11543 ,11276 ,13881 ,11461 ,15736 ,11571 ,20462 ,10819 ,34626 ,7027 ,41585 ,4863 ,23535 ,3610 ,19162 ,2932 ,17933 ,1389 ,12256 ,193 ,4349 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2715,노원,28 ,1 ,7476 ,2123 ,12926 ,6260 ,34628 ,12803 ,34767 ,40209 ,23154 ,42133 ,22964 ,29253 ,26012 ,25622 ,27133 ,28187 ,28998 ,33282 ,30258 ,33914 ,32819 ,34970 ,34437 ,34402 ,37467 ,39115 ,44108 ,54689 ,27867 ,51814 ,28028 ,25262 ,22328 ,18834 ,22809 ,15987 ,10781 ,11755 ,1922 ,4329 ,0 ,120 ,0 ,0 ,0 ,0 
Feb-20,7호선,2716,중계,27 ,0 ,8124 ,1958 ,20102 ,4726 ,58593 ,10919 ,59921 ,19835 ,30916 ,14208 ,20754 ,10388 ,17987 ,10831 ,18572 ,11079 ,18094 ,13360 ,15687 ,13029 ,15291 ,14801 ,15582 ,16863 ,17593 ,22271 ,16640 ,40171 ,9291 ,45061 ,6848 ,25199 ,7961 ,21106 ,6479 ,20244 ,3125 ,12605 ,679 ,4572 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2717,하계,9 ,0 ,6730 ,1319 ,19844 ,5519 ,65063 ,11854 ,67310 ,22759 ,34710 ,16569 ,23966 ,12984 ,22348 ,13443 ,22958 ,17241 ,21870 ,19895 ,21304 ,19175 ,22129 ,20694 ,22737 ,23653 ,25407 ,28981 ,24902 ,49477 ,14726 ,56782 ,10754 ,30651 ,10318 ,26129 ,9167 ,23819 ,3271 ,16444 ,550 ,5648 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2718,공릉(서울과학기술대),27 ,0 ,5565 ,1076 ,11525 ,3904 ,33796 ,7723 ,40121 ,21320 ,21555 ,12853 ,14756 ,9834 ,14059 ,9659 ,15186 ,11375 ,15100 ,13331 ,14608 ,13230 ,14751 ,14915 ,15498 ,17588 ,18414 ,21608 ,21910 ,34616 ,12468 ,38267 ,9865 ,19843 ,9061 ,16960 ,7716 ,15906 ,4268 ,12033 ,763 ,4524 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2719,태릉입구,83 ,0 ,5904 ,1376 ,6019 ,4632 ,17768 ,6612 ,23117 ,15656 ,14779 ,9833 ,9493 ,7102 ,8913 ,6590 ,9858 ,7214 ,10366 ,8107 ,10409 ,8091 ,10719 ,9136 ,11259 ,10427 ,14835 ,12459 ,17495 ,18697 ,10075 ,19191 ,7256 ,11862 ,7111 ,10123 ,5519 ,10310 ,2812 ,6629 ,534 ,2908 ,1 ,965 ,0 ,0 ,0 ,0 
Feb-20,7호선,2720,먹골,15 ,0 ,6327 ,756 ,11411 ,3027 ,34135 ,4358 ,42940 ,13609 ,23752 ,9160 ,14336 ,8241 ,11870 ,7926 ,12956 ,9458 ,13090 ,10423 ,12100 ,10781 ,11647 ,12804 ,11718 ,15687 ,13272 ,20067 ,15475 ,32722 ,9727 ,34766 ,6706 ,19475 ,5970 ,16212 ,4475 ,15125 ,2356 ,10176 ,511 ,3091 ,1 ,58 ,0 ,0 ,0 ,0 
Feb-20,7호선,2721,중화,6 ,0 ,7504 ,932 ,12636 ,4213 ,33554 ,6966 ,46733 ,20304 ,25272 ,10643 ,15215 ,8137 ,12472 ,8341 ,13702 ,9283 ,13452 ,10456 ,12446 ,11379 ,11982 ,13822 ,12535 ,15749 ,14969 ,20505 ,18582 ,33246 ,11684 ,35080 ,7609 ,19826 ,7156 ,17374 ,5530 ,16889 ,2551 ,10922 ,419 ,3558 ,0 ,30 ,0 ,0 ,0 ,0 
Feb-20,7호선,2722,상봉(시외버스터미널),258 ,2 ,9876 ,1521 ,17105 ,7596 ,47939 ,12573 ,66946 ,31080 ,34282 ,19800 ,19075 ,13233 ,16710 ,13642 ,19086 ,15773 ,20072 ,17328 ,18556 ,17929 ,19068 ,19606 ,21629 ,23084 ,28539 ,29265 ,32725 ,51525 ,22901 ,52513 ,15666 ,27823 ,15696 ,24132 ,12294 ,21416 ,6745 ,14740 ,1172 ,6451 ,0 ,60 ,0 ,0 ,0 ,0 
Feb-20,7호선,2723,면목,14 ,0 ,11007 ,1002 ,20340 ,5122 ,51805 ,7275 ,71013 ,19566 ,36885 ,13152 ,20794 ,10933 ,17371 ,11208 ,17918 ,12309 ,17935 ,14206 ,15891 ,15511 ,15013 ,19390 ,16375 ,23246 ,17926 ,29129 ,19477 ,48762 ,15011 ,50428 ,9185 ,27953 ,7026 ,24960 ,5349 ,22576 ,2824 ,14869 ,419 ,5152 ,0 ,7 ,0 ,0 ,0 ,0 
Feb-20,7호선,2724,사가정,32 ,0 ,9753 ,1509 ,18288 ,8280 ,45838 ,10389 ,60934 ,23905 ,34393 ,14162 ,20513 ,12912 ,18046 ,13012 ,19463 ,14006 ,19256 ,15127 ,17301 ,16634 ,17062 ,20842 ,19055 ,23225 ,22234 ,30955 ,23683 ,51579 ,17237 ,50784 ,12261 ,27519 ,10234 ,23737 ,8632 ,21729 ,4374 ,12709 ,852 ,4762 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2725,용마산,3 ,0 ,4537 ,607 ,8960 ,2829 ,20902 ,3192 ,29206 ,8376 ,15868 ,5221 ,8334 ,4913 ,6991 ,4347 ,6961 ,4567 ,6727 ,5391 ,5961 ,5512 ,5567 ,6863 ,6300 ,8019 ,7010 ,10423 ,7487 ,18366 ,4965 ,18510 ,2858 ,10758 ,2501 ,10295 ,1538 ,9716 ,913 ,5844 ,177 ,2208 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2726,중곡,1 ,0 ,4902 ,469 ,10378 ,4909 ,28364 ,7077 ,44500 ,17553 ,24712 ,9822 ,13326 ,7749 ,11286 ,7353 ,13419 ,8322 ,12373 ,8632 ,11595 ,9474 ,10476 ,11508 ,11868 ,13061 ,13704 ,16857 ,13647 ,29146 ,9508 ,27844 ,6356 ,15805 ,4869 ,14041 ,3700 ,13389 ,1827 ,8818 ,398 ,2569 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2727,군자(능동),25 ,1 ,7464 ,640 ,11637 ,6527 ,31162 ,7539 ,55837 ,24278 ,34012 ,15327 ,16787 ,10261 ,14072 ,9209 ,15297 ,9819 ,16180 ,11410 ,15030 ,11838 ,15512 ,14892 ,17928 ,16023 ,22198 ,20691 ,30919 ,37005 ,19735 ,33155 ,14395 ,18510 ,14037 ,15924 ,12173 ,15367 ,6017 ,9557 ,1253 ,3386 ,0 ,39 ,0 ,0 ,0 ,0 
Feb-20,7호선,2728,어린이대공원(세종대),13 ,0 ,3049 ,1021 ,5942 ,9439 ,15052 ,12552 ,28986 ,33727 ,19080 ,20555 ,10377 ,14437 ,9312 ,12441 ,11327 ,14205 ,12867 ,16325 ,13411 ,14500 ,16546 ,13934 ,22322 ,13580 ,28435 ,16100 ,30873 ,24336 ,17086 ,21116 ,13118 ,12845 ,13259 ,11327 ,12631 ,11437 ,7629 ,8159 ,1329 ,3057 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2729,건대입구,39 ,1 ,3751 ,810 ,4347 ,6848 ,10565 ,15188 ,19256 ,29493 ,13335 ,25994 ,10510 ,17738 ,11413 ,16229 ,12638 ,18669 ,13990 ,20729 ,16158 ,20324 ,19451 ,20450 ,22033 ,20362 ,30716 ,24171 ,33842 ,39096 ,24205 ,30065 ,25794 ,15075 ,22562 ,12014 ,20891 ,9970 ,11029 ,5714 ,1827 ,3304 ,0 ,268 ,0 ,0 ,0 ,0 
Feb-20,7호선,2730,뚝섬유원지,1 ,0 ,3896 ,486 ,7073 ,3366 ,18016 ,4538 ,27670 ,10353 ,17741 ,7834 ,8719 ,5377 ,7144 ,5571 ,7486 ,6347 ,8126 ,7764 ,7402 ,8669 ,8121 ,10130 ,8335 ,10869 ,10266 ,13659 ,12281 ,22026 ,7547 ,18439 ,5699 ,10537 ,5273 ,10406 ,3663 ,9272 ,1707 ,5176 ,282 ,1554 ,0 ,3 ,0 ,0 ,0 ,0 
Feb-20,7호선,2731,청담,17 ,0 ,2623 ,3899 ,6353 ,24693 ,10255 ,51727 ,14449 ,154131 ,11667 ,95311 ,10297 ,34004 ,12519 ,21453 ,15203 ,19298 ,16824 ,21478 ,20123 ,18564 ,28039 ,15670 ,32885 ,15597 ,54407 ,16800 ,108121 ,20303 ,63175 ,15088 ,33193 ,9515 ,29873 ,8979 ,22616 ,6067 ,7010 ,4165 ,1107 ,2854 ,0 ,1 ,0 ,0 ,0 ,0 
Feb-20,7호선,2732,강남구청,5 ,0 ,1701 ,1808 ,3534 ,10176 ,5808 ,27444 ,8616 ,105429 ,7607 ,92662 ,7569 ,34353 ,8796 ,21253 ,11195 ,18463 ,14019 ,19811 ,17564 ,17156 ,22367 ,15011 ,24249 ,14226 ,35595 ,15255 ,82770 ,17463 ,51861 ,12668 ,31243 ,7497 ,30061 ,6157 ,23672 ,4598 ,9482 ,3405 ,1578 ,1589 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2733,학동,2 ,0 ,2559 ,1917 ,4694 ,19326 ,7788 ,43223 ,11289 ,182023 ,9482 ,131129 ,9127 ,43354 ,11163 ,24605 ,14570 ,20479 ,17309 ,21544 ,22097 ,19224 ,27897 ,16413 ,31589 ,15851 ,53986 ,16648 ,156746 ,18588 ,78623 ,12664 ,38407 ,8296 ,34746 ,6492 ,24374 ,5022 ,10002 ,3959 ,1541 ,1502 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2734,논현,16 ,0 ,3146 ,1244 ,4716 ,14028 ,8037 ,42979 ,14289 ,117703 ,12712 ,98710 ,10912 ,38250 ,12366 ,22421 ,14155 ,20515 ,16764 ,22997 ,19267 ,21920 ,24294 ,19434 ,27188 ,19981 ,47120 ,22832 ,101086 ,31815 ,60747 ,22289 ,35779 ,11718 ,36768 ,9422 ,32499 ,7531 ,16583 ,4839 ,3292 ,2063 ,1 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2735,반포,10 ,0 ,948 ,609 ,2877 ,5711 ,7131 ,10674 ,11239 ,20533 ,7307 ,16743 ,4862 ,8159 ,4975 ,7470 ,6559 ,8628 ,7201 ,8025 ,7361 ,6747 ,8850 ,6609 ,11547 ,6688 ,13403 ,7445 ,17656 ,10583 ,11365 ,7802 ,8175 ,4469 ,9977 ,3885 ,7573 ,3913 ,2184 ,2258 ,305 ,695 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2736,고속터미널,9 ,0 ,1182 ,2290 ,2734 ,18522 ,8261 ,32952 ,15594 ,51227 ,17537 ,35259 ,17953 ,22991 ,20122 ,20307 ,22146 ,19748 ,22488 ,21833 ,23013 ,20427 ,29262 ,16839 ,32073 ,16451 ,46521 ,17439 ,50871 ,20514 ,30421 ,14118 ,28516 ,8151 ,26964 ,7839 ,20797 ,4344 ,7669 ,2863 ,791 ,713 ,1 ,1 ,0 ,0 ,0 ,0 
Feb-20,7호선,2737,내방,3 ,0 ,2140 ,1431 ,5946 ,9455 ,14607 ,20130 ,25693 ,78987 ,17141 ,40556 ,11278 ,17731 ,11380 ,12549 ,12807 ,12939 ,14703 ,15117 ,15395 ,14087 ,16449 ,13692 ,19179 ,13959 ,30714 ,16668 ,66905 ,26555 ,25940 ,20312 ,16707 ,11321 ,17053 ,9725 ,12317 ,8802 ,4727 ,5410 ,740 ,2238 ,1 ,217 ,0 ,0 ,0 ,0 
Feb-20,7호선,2738,이수,42 ,1 ,4782 ,1053 ,7765 ,8183 ,22848 ,11864 ,42701 ,41404 ,25320 ,29742 ,15912 ,18338 ,15267 ,15666 ,17089 ,16466 ,19013 ,19571 ,19284 ,19032 ,21045 ,20437 ,23413 ,22837 ,27763 ,29201 ,42514 ,50840 ,24855 ,39462 ,22865 ,20006 ,23618 ,16483 ,22121 ,13806 ,12755 ,8647 ,2122 ,2808 ,1 ,43 ,0 ,0 ,0 ,0 
Feb-20,7호선,2739,남성,5 ,0 ,5017 ,725 ,10401 ,3769 ,33690 ,5069 ,55225 ,13549 ,28852 ,10457 ,15273 ,9022 ,13177 ,8590 ,12997 ,9111 ,13551 ,11127 ,11872 ,11222 ,11733 ,13415 ,11465 ,15604 ,13159 ,20064 ,14216 ,37038 ,8948 ,31904 ,7470 ,18122 ,7170 ,17156 ,5578 ,14827 ,2751 ,9478 ,576 ,3116 ,0 ,3 ,0 ,0 ,0 ,0 
Feb-20,7호선,2740,숭실대입구(살피재),97 ,3 ,5128 ,874 ,10354 ,3946 ,32442 ,5743 ,51761 ,12846 ,26440 ,16052 ,14369 ,10453 ,12687 ,9481 ,13501 ,11771 ,14352 ,13319 ,13280 ,13467 ,12702 ,14716 ,14809 ,17010 ,18843 ,22700 ,16802 ,40932 ,11020 ,35223 ,8953 ,20085 ,8781 ,17639 ,7862 ,17197 ,4676 ,11934 ,863 ,3480 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2741,상도,0 ,0 ,3746 ,2233 ,9059 ,7860 ,27680 ,6594 ,42292 ,16237 ,23489 ,12429 ,13201 ,8880 ,11636 ,8504 ,12440 ,9352 ,12998 ,10607 ,12177 ,10773 ,12354 ,11930 ,14423 ,13615 ,17789 ,18347 ,18120 ,32946 ,9351 ,26818 ,7385 ,16302 ,7470 ,14291 ,6560 ,13981 ,3624 ,9802 ,629 ,2929 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2742,장승배기,8 ,1 ,6243 ,849 ,10567 ,3602 ,27366 ,7031 ,44115 ,16564 ,25306 ,10889 ,13709 ,8769 ,12017 ,8607 ,12026 ,9974 ,12810 ,10691 ,11708 ,11205 ,11261 ,13419 ,11701 ,14628 ,12840 ,19143 ,16018 ,33162 ,9313 ,27976 ,6900 ,15537 ,7273 ,15538 ,6160 ,13525 ,2725 ,8661 ,520 ,3156 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2743,신대방삼거리,11 ,0 ,8799 ,1446 ,15039 ,6268 ,45474 ,11147 ,77694 ,32242 ,39091 ,18048 ,19959 ,12480 ,18197 ,11311 ,19125 ,12743 ,18245 ,14969 ,16978 ,15777 ,16946 ,18579 ,18535 ,20747 ,21065 ,27857 ,30055 ,53604 ,16147 ,48621 ,12465 ,27062 ,10430 ,23565 ,8313 ,22576 ,4396 ,14395 ,671 ,4962 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2744,보라매,36 ,0 ,4913 ,1647 ,6236 ,6026 ,17959 ,14763 ,29713 ,39257 ,16618 ,14350 ,9480 ,8580 ,9206 ,7716 ,10972 ,8443 ,11025 ,9940 ,10300 ,8843 ,11037 ,8998 ,13764 ,9751 ,17210 ,13257 ,32194 ,25424 ,12446 ,20681 ,8707 ,11226 ,7508 ,10031 ,6046 ,9495 ,2606 ,6124 ,418 ,2332 ,0 ,27 ,0 ,0 ,0 ,0 
Feb-20,7호선,2745,신풍,53 ,0 ,9110 ,1471 ,12782 ,7704 ,31692 ,9078 ,43902 ,19723 ,24213 ,11755 ,12827 ,9098 ,10807 ,8297 ,12300 ,8666 ,12375 ,9923 ,11151 ,9630 ,11529 ,11797 ,13162 ,13945 ,16731 ,20441 ,18509 ,33581 ,10353 ,27711 ,7194 ,16140 ,6295 ,16079 ,4866 ,14534 ,2309 ,8418 ,400 ,2584 ,2 ,500 ,0 ,0 ,0 ,0 
Feb-20,7호선,2746,대림(구로구청),32 ,1 ,9787 ,912 ,7907 ,3504 ,12427 ,5887 ,19795 ,15718 ,13608 ,10941 ,8226 ,8718 ,8046 ,8336 ,9032 ,8320 ,9121 ,8941 ,9174 ,8500 ,9880 ,9892 ,11253 ,10187 ,12784 ,16008 ,15776 ,17559 ,9275 ,12920 ,6481 ,8913 ,5145 ,11156 ,3762 ,9922 ,2052 ,4693 ,297 ,1043 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2747,남구로,20 ,0 ,17069 ,1609 ,14500 ,6349 ,26152 ,24661 ,32541 ,101785 ,20699 ,43369 ,12664 ,16005 ,11383 ,12270 ,12209 ,11668 ,12519 ,12534 ,12137 ,11793 ,13264 ,13618 ,15014 ,16704 ,29664 ,30398 ,75114 ,29100 ,35790 ,22027 ,18528 ,14862 ,13381 ,15741 ,8633 ,14842 ,4234 ,7809 ,491 ,2254 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2748,가산디지털단지,492 ,0 ,6556 ,4765 ,7840 ,20337 ,17792 ,98667 ,20447 ,386185 ,15346 ,205921 ,13939 ,49227 ,17162 ,31163 ,21761 ,29234 ,27079 ,30032 ,30355 ,26419 ,37499 ,25400 ,49304 ,23248 ,142876 ,25264 ,311378 ,28962 ,138882 ,23266 ,72973 ,12656 ,62387 ,10140 ,33100 ,9139 ,13887 ,6693 ,1669 ,2300 ,0 ,1 ,0 ,0 ,0 ,0 
Feb-20,7호선,2749,철산,6 ,0 ,9325 ,4023 ,24803 ,9640 ,81085 ,12961 ,88284 ,29186 ,42297 ,24162 ,24711 ,17694 ,22875 ,17013 ,24323 ,19228 ,24365 ,22850 ,21892 ,22641 ,23106 ,26008 ,24917 ,30759 ,31710 ,44939 ,35762 ,84594 ,20796 ,80831 ,17810 ,40283 ,18421 ,33327 ,15726 ,30275 ,7759 ,19634 ,1357 ,6198 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2750,광명사거리,107 ,0 ,20721 ,4328 ,30142 ,12128 ,81941 ,14018 ,101454 ,24003 ,50112 ,20933 ,28527 ,18812 ,25415 ,19996 ,28139 ,22110 ,28313 ,24904 ,25233 ,26074 ,25741 ,30305 ,28297 ,36530 ,31583 ,48988 ,32004 ,84450 ,22514 ,74792 ,16987 ,40093 ,13260 ,34945 ,9702 ,30551 ,4755 ,19642 ,718 ,5588 ,0 ,31 ,0 ,0 ,0 ,0 
Feb-20,7호선,2751,천왕,23 ,0 ,6269 ,784 ,12541 ,4120 ,39426 ,5587 ,49900 ,9436 ,24925 ,6664 ,12633 ,5552 ,10147 ,6267 ,10589 ,7285 ,10727 ,8432 ,8919 ,8743 ,9072 ,10225 ,9752 ,12269 ,10728 ,17097 ,11646 ,33381 ,7038 ,33673 ,4502 ,17609 ,3452 ,15217 ,3013 ,13253 ,1200 ,8686 ,197 ,2816 ,0 ,39 ,0 ,0 ,0 ,0 
Feb-20,7호선,2752,온수(성공회대입구),76 ,3 ,6837 ,1100 ,13859 ,3773 ,45654 ,7860 ,55617 ,14526 ,23188 ,6469 ,11591 ,5605 ,9724 ,5032 ,10348 ,6132 ,9919 ,7142 ,8060 ,7834 ,7776 ,9535 ,9007 ,11668 ,11304 ,17103 ,12055 ,37648 ,5696 ,34603 ,4540 ,18683 ,4433 ,16191 ,2793 ,13794 ,1626 ,8659 ,337 ,4379 ,2 ,697 ,0 ,0 ,0 ,0 
Feb-20,7호선,2753,까치울,0 ,0 ,3261 ,720 ,8736 ,3086 ,26892 ,4411 ,34986 ,8261 ,16278 ,4370 ,8234 ,3906 ,7503 ,4630 ,7994 ,5557 ,8098 ,6415 ,6995 ,5994 ,7252 ,6956 ,7762 ,8915 ,8515 ,14761 ,9647 ,25084 ,6038 ,23666 ,4623 ,14298 ,3592 ,11723 ,2671 ,11408 ,1042 ,6357 ,123 ,1540 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,7호선,2754,부천종합운동장,15 ,1 ,3122 ,826 ,5571 ,2757 ,16290 ,4724 ,19806 ,11248 ,9075 ,3564 ,4814 ,2806 ,4449 ,2388 ,4588 ,2577 ,4539 ,3073 ,3887 ,3270 ,3983 ,3535 ,4729 ,4016 ,6918 ,5827 ,10114 ,11384 ,4274 ,11319 ,2528 ,6720 ,2216 ,5602 ,1445 ,5256 ,597 ,3299 ,102 ,1240 ,0 ,0 ,0 ,0 ,0 ,0 
